time_s,phase,ias_mps,aoa_deg,vs_mps,agl_m,lift_kN,weight_kN,lift_ratio,vs1g_est_mps
#META,tag=IFC_TAKEOFF_RWY_09,far_ok=True,alpha_crit_deg=18
0.02,TAKEOFF:TO_PREFLIGHT,0.13,29.516,0.009,4.019,0.014,971.105,1E-05,-1
0.16,TAKEOFF:TO_PREFLIGHT,0.081,-69.219,0.168,3.702,0,971.105,0,-1
0.34,TAKEOFF:TO_PREFLIGHT,0.169,-55.418,0.145,3.485,-0.011,971.105,-1E-05,-1
0.54,TAKEOFF:TO_PREFLIGHT,0.126,79.967,-0.49,3.677,0,971.105,0,-1
0.72,TAKEOFF:TO_PREFLIGHT,0.265,-63.241,0.341,3.89,-0.021,971.104,-2E-05,-1
0.9,TAKEOFF:TO_PREFLIGHT,0.414,-31.584,0.061,4.164,-0.111,971.104,-0.00011,-1
1.12,TAKEOFF:TO_PREFLIGHT,0.373,53.828,-0.238,4.325,0.084,971.102,9E-05,-1
1.3,TAKEOFF:TO_PREFLIGHT,0.17,-56.743,0.235,4.506,-0.057,971.101,-6E-05,-1
1.48,TAKEOFF:TO_PREFLIGHT,0.191,14.315,-0.085,4.645,-0.003,971.099,0,-1
1.66,TAKEOFF:TO_PREFLIGHT,0.167,78.444,-0.124,4.679,0.013,971.097,1E-05,-1
1.84,TAKEOFF:TO_PREFLIGHT,0.026,-62.4,0.152,4.702,0,971.093,0,-1
2.04,TAKEOFF:TO_PREFLIGHT,0.133,24.522,-0.085,4.646,0.001,971.089,0,-1
2.28,TAKEOFF:TO_PREFLIGHT,0.228,-2.072,0.044,4.45,-0.003,971.083,0,-1
2.48,TAKEOFF:TO_PREFLIGHT,0.302,-6.755,0.037,4.235,-0.019,971.076,-2E-05,-1
2.7,TAKEOFF:TO_GROUND_ROLL,0.382,5.955,-0.03,3.94,-0.004,971.069,0,-1
2.96,TAKEOFF:TO_GROUND_ROLL,0.619,-5.611,0.066,3.569,-0.045,971.057,-5E-05,-1
3.22,TAKEOFF:TO_GROUND_ROLL,1.173,7.346,-0.247,3.649,0.078,971.044,8E-05,-1
3.52,TAKEOFF:TO_GROUND_ROLL,1.949,-5.301,0.303,3.895,0.012,971.026,1E-05,-1
3.78,TAKEOFF:TO_GROUND_ROLL,2.707,3.484,-0.142,4.228,0.144,971.009,0.00015,-1
4.04,TAKEOFF:TO_GROUND_ROLL,3.533,3.795,-0.033,4.453,0.367,970.991,0.00038,-1
4.3,TAKEOFF:TO_GROUND_ROLL,4.424,3.128,0.02,4.717,0.407,970.971,0.00042,-1
4.58,TAKEOFF:TO_GROUND_ROLL,5.46,5.094,-0.074,4.879,0.755,970.946,0.00078,-1
4.84,TAKEOFF:TO_GROUND_ROLL,6.485,4.348,0.024,4.966,0.852,970.923,0.00088,-1
5.1,TAKEOFF:TO_GROUND_ROLL,7.568,4.854,-0.043,4.95,1.155,970.899,0.00119,-1
5.36,TAKEOFF:TO_GROUND_ROLL,8.707,4.142,0.013,4.846,1.263,970.874,0.0013,-1
5.66,TAKEOFF:TO_GROUND_ROLL,10.087,3.565,-0.015,4.639,1.435,970.843,0.00148,-1
5.92,TAKEOFF:TO_GROUND_ROLL,11.338,2.697,-0.001,4.404,1.439,970.816,0.00148,-1
6.18,TAKEOFF:TO_GROUND_ROLL,12.636,1.869,-0.014,4.155,1.401,970.787,0.00144,-1
6.44,TAKEOFF:TO_GROUND_ROLL,13.98,1.074,-0.022,3.919,1.297,970.758,0.00134,-1
6.74,TAKEOFF:TO_GROUND_ROLL,15.584,0.325,-0.029,3.704,1.192,970.723,0.00123,-1
7,TAKEOFF:TO_GROUND_ROLL,17.01,0.402,-0.144,3.611,1.816,970.691,0.00187,-1
7.26,TAKEOFF:TO_GROUND_ROLL,18.475,0.423,-0.064,3.697,2.394,970.659,0.00247,-1
7.52,TAKEOFF:TO_GROUND_ROLL,19.981,0.208,0.167,3.861,2.595,970.626,0.00267,-1
7.82,TAKEOFF:TO_GROUND_ROLL,21.76,1.862,-0.192,4.062,5.573,970.587,0.00574,-1
8.08,TAKEOFF:TO_GROUND_ROLL,23.337,2.017,0.019,4.254,6.483,970.553,0.00668,-1
8.34,TAKEOFF:TO_GROUND_ROLL,24.942,2.92,-0.109,4.446,9.168,970.518,0.00945,-1
8.6,TAKEOFF:TO_GROUND_ROLL,26.576,3.363,-0.056,4.589,11.155,970.482,0.01149,-1
8.9,TAKEOFF:TO_GROUND_ROLL,28.493,3.778,-0.075,4.704,13.377,970.44,0.01378,-1
9.16,TAKEOFF:TO_GROUND_ROLL,30.181,3.878,-0.066,4.728,15.082,970.404,0.01554,-1
9.42,TAKEOFF:TO_GROUND_ROLL,31.893,3.731,-0.057,4.691,16.215,970.366,0.01671,-1
9.68,TAKEOFF:TO_GROUND_ROLL,33.629,3.418,-0.066,4.593,16.715,970.328,0.01723,-1
9.98,TAKEOFF:TO_GROUND_ROLL,35.66,2.825,-0.06,4.425,16.334,970.284,0.01683,-1
10.24,TAKEOFF:TO_GROUND_ROLL,37.443,2.244,-0.069,4.254,15.579,970.246,0.01606,-1
10.5,TAKEOFF:TO_GROUND_ROLL,39.247,1.642,-0.07,4.082,14.395,970.206,0.01484,-1
10.76,TAKEOFF:TO_GROUND_ROLL,41.071,1.119,-0.079,3.931,13.143,970.167,0.01355,-1
11.06,TAKEOFF:TO_GROUND_ROLL,43.198,0.675,-0.083,3.807,12.347,970.121,0.01273,-1
11.32,TAKEOFF:TO_GROUND_ROLL,45.059,0.487,-0.089,3.756,12.614,970.081,0.013,-1
11.58,TAKEOFF:TO_GROUND_ROLL,46.937,0.495,-0.093,3.762,14.074,970.04,0.01451,-1
11.84,TAKEOFF:TO_GROUND_ROLL,48.829,0.692,-0.097,3.823,16.952,969.999,0.01748,-1
12.14,TAKEOFF:TO_GROUND_ROLL,51.029,1.11,-0.102,3.947,21.646,969.951,0.02232,-1
12.4,TAKEOFF:TO_GROUND_ROLL,52.95,1.577,-0.106,4.083,27.24,969.91,0.02809,-1
12.66,TAKEOFF:TO_GROUND_ROLL,54.882,2.071,-0.109,4.225,34.169,969.868,0.03523,-1
12.92,TAKEOFF:TO_GROUND_ROLL,56.826,2.523,-0.111,4.355,40.751,969.826,0.04202,-1
13.22,TAKEOFF:TO_GROUND_ROLL,59.081,2.916,-0.111,4.465,47.698,969.777,0.04918,-1
13.48,TAKEOFF:TO_GROUND_ROLL,61.046,3.094,-0.11,4.514,52.428,969.735,0.05406,262.544
13.74,TAKEOFF:TO_GROUND_ROLL,63.021,3.101,-0.109,4.513,55.447,969.692,0.05718,263.55
14,TAKEOFF:TO_GROUND_ROLL,65.006,2.937,-0.107,4.463,56.48,969.649,0.05825,269.35
14.3,TAKEOFF:TO_GROUND_ROLL,67.311,2.578,-0.107,4.358,55.317,969.599,0.05705,281.807
14.56,TAKEOFF:TO_GROUND_ROLL,69.32,2.174,-0.108,4.24,52.709,969.556,0.05436,297.305
14.82,TAKEOFF:TO_GROUND_ROLL,71.34,1.734,-0.11,4.113,49.139,969.513,0.05068,316.882
15.08,TAKEOFF:TO_GROUND_ROLL,73.373,1.317,-0.113,3.993,45.409,969.469,0.04684,-1
15.38,TAKEOFF:TO_GROUND_ROLL,75.735,0.93,-0.115,3.883,42.124,969.418,0.04345,-1
15.64,TAKEOFF:TO_GROUND_ROLL,77.796,0.722,-0.116,3.825,41.117,969.374,0.04242,-1
15.9,TAKEOFF:TO_GROUND_ROLL,79.872,0.652,-0.116,3.808,42.473,969.329,0.04382,-1
16.16,TAKEOFF:TO_GROUND_ROLL,81.964,0.721,-0.113,3.833,46.541,969.284,0.04802,-1
16.46,TAKEOFF:TO_GROUND_ROLL,84.396,0.966,-0.128,3.925,53.711,969.232,0.05542,358.515
16.72,TAKEOFF:TO_GROUND_ROLL,86.523,1.304,-0.15,3.989,65.386,969.186,0.06746,333.114
16.98,TAKEOFF:TO_GROUND_ROLL,88.666,1.582,-0.067,4.102,75.026,969.14,0.07741,318.673
17.24,TAKEOFF:TO_GROUND_ROLL,90.828,1.967,-0.151,4.191,87.966,969.094,0.09077,301.469
17.54,TAKEOFF:TO_GROUND_ROLL,93.346,2.216,-0.086,4.275,98.699,969.04,0.10185,292.488
17.8,TAKEOFF:TO_GROUND_ROLL,95.55,2.377,-0.122,4.312,107.129,968.993,0.11056,287.366
18.06,TAKEOFF:TO_GROUND_ROLL,97.775,2.374,-0.096,4.312,111.385,968.945,0.11495,288.381
18.32,TAKEOFF:TO_GROUND_ROLL,100.025,2.26,-0.105,4.256,112.589,968.897,0.1162,293.427
18.62,TAKEOFF:TO_GROUND_ROLL,102.652,1.931,0.002,4.206,107.757,968.84,0.11122,307.8
18.88,TAKEOFF:TO_GROUND_ROLL,104.959,1.724,-0.18,4.1,105.763,968.791,0.10917,317.663
19.14,TAKEOFF:TO_GROUND_ROLL,107.294,1.298,-0.034,4.001,95.861,968.741,0.09895,341.082
19.4,TAKEOFF:TO_GROUND_ROLL,109.659,1.017,-0.122,3.909,90.347,968.691,0.09327,359.073
19.7,TAKEOFF:TO_GROUND_ROLL,112.426,0.692,-0.067,3.821,83.329,968.632,0.08603,383.307
19.96,TAKEOFF:TO_GROUND_ROLL,114.855,0.547,-0.089,3.78,81.838,968.58,0.08449,395.131
20.22,TAKEOFF:TO_GROUND_ROLL,117.315,0.494,-0.075,3.766,83.793,968.528,0.08652,398.846
20.48,TAKEOFF:TO_GROUND_ROLL,119.805,0.549,-0.069,3.787,90.147,968.475,0.09308,392.685
20.78,TAKEOFF:TO_GROUND_ROLL,122.714,0.72,-0.066,3.838,102.444,968.414,0.10579,377.297
21.04,TAKEOFF:TO_GROUND_ROLL,125.268,0.871,0.058,3.907,113.393,968.36,0.1171,366.07
21.3,TAKEOFF:TO_GROUND_ROLL,127.85,1.174,-0.141,3.96,132.81,968.305,0.13716,345.216
21.56,TAKEOFF:TO_GROUND_ROLL,130.461,1.288,0.009,4.011,143.329,968.25,0.14803,339.086
21.86,TAKEOFF:TO_GROUND_ROLL,133.511,1.453,-0.07,4.05,157.852,968.186,0.16304,330.652
22.12,TAKEOFF:TO_GROUND_ROLL,136.187,1.454,-0.015,4.052,163.448,968.129,0.16883,331.446
22.38,TAKEOFF:TO_GROUND_ROLL,138.895,1.395,-0.035,4.033,165.853,968.073,0.17132,335.568
22.64,TAKEOFF:TO_GROUND_ROLL,141.639,1.277,-0.152,3.99,164.806,968.015,0.17025,343.27
22.94,TAKEOFF:TO_GROUND_ROLL,144.849,0.938,0.075,3.9,151.113,967.948,0.15612,366.599
23.2,TAKEOFF:TO_GROUND_ROLL,147.672,0.749,-0.029,3.841,144.82,967.889,0.14962,381.765
23.46,TAKEOFF:TO_GROUND_ROLL,150.533,0.519,0.022,3.771,135.773,967.829,0.14029,401.907
23.72,TAKEOFF:TO_GROUND_ROLL,153.434,0.354,0.033,3.73,130.083,967.769,0.13442,418.503
24.02,TAKEOFF:TO_GROUND_ROLL,156.832,0.253,0.039,3.698,129.247,967.699,0.13356,429.136
24.28,TAKEOFF:TO_GROUND_ROLL,159.81,0.275,-0.028,3.675,136.323,967.637,0.14088,425.769
#ROTATE,t_s=24.56,ias_mps=163.042,aoa_deg=0.323
24.56,TAKEOFF:TO_ROTATE,163.042,0.323,0.046,3.69,145.503,967.574,0.15038,420.441
24.86,TAKEOFF:TO_ROTATE,166.574,0.331,0.265,3.748,152.439,967.496,0.15756,419.647
25.2,TAKEOFF:TO_ROTATE,170.669,0.587,0.021,3.795,173.245,967.412,0.17908,403.302
25.5,TAKEOFF:TO_ROTATE,174.344,0.866,0.178,3.909,194.342,967.337,0.2009,388.968
25.8,TAKEOFF:TO_ROTATE,178.076,1.518,0.125,4.103,253.523,967.26,0.2621,347.83
26.1,TAKEOFF:TO_ROTATE,181.858,2.379,0.195,4.374,340.247,967.183,0.35179,306.613
26.44,TAKEOFF:TO_ROTATE,186.201,3.465,0.192,4.689,459.106,967.093,0.47473,270.246
26.74,TAKEOFF:TO_ROTATE,190.07,4.163,0.351,4.916,545.918,967.013,0.56454,252.969
27.04,TAKEOFF:TO_ROTATE,193.971,4.529,0.626,5.131,600.719,966.932,0.62126,246.093
27.34,TAKEOFF:TO_ROTATE,197.917,5.037,0.127,5.261,671.374,966.849,0.69439,237.509
27.68,TAKEOFF:TO_ROTATE,202.431,5.554,0.467,5.406,749.088,966.754,0.77485,229.969
27.98,TAKEOFF:TO_ROTATE,206.441,6.213,0.433,5.67,845.711,966.669,0.87487,220.711
28.28,TAKEOFF:TO_ROTATE,210.449,7.148,0.602,6.014,995.038,966.582,1.02944,207.418
28.5,TAKEOFF:TO_ROTATE,213.357,7.798,1.099,6.329,1071.259,966.524,1.10836,202.659
#LIFTOFF,t_s=28.76,ias_mps=216.746,aoa_deg=9.022,vs_mps=1.641,lift_ratio=1.20333
28.76,TAKEOFF:TO_ROTATE,216.746,9.022,1.641,7.017,1162.951,966.447,1.20333,197.587
28.98,TAKEOFF:TO_ROTATE,219.481,11.203,2.484,8.096,1415.012,966.381,1.46424,181.381
29.2,TAKEOFF:TO_CLIMB,221.925,14.413,4.314,9.813,1823.524,966.314,1.88709,161.551
29.42,TAKEOFF:TO_CLIMB,223.768,17.189,8.443,15.271,2444.362,966.247,2.52975,140.688
29.62,TAKEOFF:TO_CLIMB,224.675,17.593,13.216,23.936,2607.233,966.186,2.69848,136.772
29.88,TAKEOFF:TO_CLIMB,225.401,14.933,18.422,29.76,2204.641,966.108,2.28198,149.211
30.08,TAKEOFF:TO_CLIMB,226.714,12.484,20.748,34.127,1690.208,966.048,1.74961,171.399
30.28,TAKEOFF:TO_CLIMB,228.546,11.071,22.247,39.548,1432.55,965.988,1.48299,187.674
30.48,TAKEOFF:TO_CLIMB,230.521,10.891,23.753,43.774,1479.692,965.928,1.53189,186.25
30.68,TAKEOFF:TO_CLIMB,232.456,10.792,26.17,51.363,1709.204,965.869,1.7696,174.744
30.94,TAKEOFF:TO_CLIMB,234.705,8.554,29.314,60.873,1439.938,965.792,1.49094,192.218
31.14,TAKEOFF:TO_CLIMB,236.803,6.807,30.004,68.936,1015.448,965.733,1.05148,230.934
31.34,TAKEOFF:TO_CLIMB,239.146,6.073,30.448,79.427,950.258,965.674,0.98404,241.078
31.54,TAKEOFF:TO_CLIMB,241.559,5.803,31.09,89.764,1001.221,965.615,1.03687,237.225
31.74,TAKEOFF:TO_CLIMB,243.995,5.474,31.87,101.557,1009.21,965.556,1.04521,238.66
32,TAKEOFF:TO_CLIMB,247.209,5.068,32.589,116.512,948.979,965.479,0.98291,249.349
32.2,TAKEOFF:TO_CLIMB,249.716,4.821,33.108,128.924,929.061,965.419,0.96234,254.555
32.42,TAKEOFF:TO_CLIMB,252.502,4.607,33.638,143.785,916.003,965.354,0.94888,259.215
32.62,TAKEOFF:TO_CLIMB,255.065,4.479,34.049,160.449,877.25,965.294,0.90879,267.559
32.82,TAKEOFF:TO_CLIMB,257.661,4.413,34.487,170.921,878.101,965.234,0.90973,270.142
33.08,TAKEOFF:TO_CLIMB,261.082,4.318,35.043,179.947,904.507,965.155,0.93716,269.693
33.28,TAKEOFF:TO_CLIMB,263.751,4.271,35.436,186.992,900.231,965.095,0.93279,273.087
33.48,TAKEOFF:TO_CLIMB,266.451,4.22,35.87,194.119,908.972,965.034,0.94191,274.545
33.68,TAKEOFF:TO_CLIMB,269.186,4.19,36.265,201.331,892.265,964.972,0.92465,279.939
33.88,TAKEOFF:TO_CLIMB,271.954,4.151,36.67,208.624,860.562,964.911,0.89186,287.97
34.14,TAKEOFF:TO_CLIMB,275.605,4.115,37.211,218.227,860.355,964.83,0.89172,291.859
34.34,TAKEOFF:TO_CLIMB,278.455,4.084,37.61,225.708,848.847,964.767,0.87985,296.86
34.54,TAKEOFF:TO_CLIMB,281.342,4.06,38.025,233.271,851.918,964.705,0.88309,299.387
34.74,TAKEOFF:TO_CLIMB,284.266,4.023,38.427,240.914,829.713,964.641,0.86013,306.51
34.94,TAKEOFF:TO_CLIMB,287.23,4.005,38.842,248.641,863.617,964.578,0.89533,303.555
35.2,TAKEOFF:TO_CLIMB,291.142,3.977,39.362,258.809,858.914,964.494,0.89053,308.517
35.4,TAKEOFF:TO_CLIMB,294.196,3.956,39.782,266.725,828.842,964.429,0.85941,317.348
35.6,TAKEOFF:TO_CLIMB,297.29,3.936,40.203,274.725,849.75,964.364,0.88115,316.705
35.8,TAKEOFF:TO_CLIMB,300.424,3.909,40.642,282.808,840.115,964.298,0.87122,321.863
36,TAKEOFF:TO_CLIMB,303.595,3.822,41.133,290.968,835.978,964.232,0.86699,326.053
36.26,DONE,307.781,3.765,41.637,302.544,892.174,964.138,0.92536,319.953
#EST,vs_from_lof=200.69,vs_from_lift=197.587,vs_from_alpha=153.454,vs_to_est=200.69,vr_next=210.725
